bar-18:GeomFromText('POLYGON((1774.59021594643 -6377.95516943524,1774.59021594643 -6386.18951940944,1767.4878003794 -6386.18951940944,1767.4878003794 -6377.95516943524,1774.59021594643 -6377.95516943524))')
bar-19:GeomFromText('POLYGON((-5448.0194129711 7533.61880490137,-5448.0194129711 7527.44847266423,-5457.08707378153 7527.44847266423,-5457.08707378153 7533.61880490137,-5448.0194129711 7533.61880490137))')
bar-20:GeomFromText('POLYGON((-718.872206927859 -2004.67744873033,-718.872206927859 -2013.42128186359,-728.130094064749 -2013.42128186359,-728.130094064749 -2004.67744873033,-718.872206927859 -2004.67744873033))')
bar-21:GeomFromText('POLYGON((-5995.66770039685 -606.559624752495,-5995.66770039685 -609.682018080261,-5996.86287089996 -609.682018080261,-5996.86287089996 -606.559624752495,-5995.66770039685 -606.559624752495))')
bar-22:GeomFromText('POLYGON((4398.47543810331 -477.12056126853,4398.47543810331 -486.701539042988,4393.78039936698 -486.701539042988,4393.78039936698 -477.12056126853,4398.47543810331 -477.12056126853))')
bar-23:GeomFromText('POLYGON((880.741899210261 9576.68553206173,880.741899210261 9573.68195888551,872.935044270707 9573.68195888551,872.935044270707 9576.68553206173,880.741899210261 9576.68553206173))')
bar-24:GeomFromText('POLYGON((-7958.33085597784 -6116.74511897645,-7958.33085597784 -6119.50133834698,-7965.12277862697 -6119.50133834698,-7965.12277862697 -6116.74511897645,-7958.33085597784 -6116.74511897645))')
bar-25:GeomFromText('POLYGON((-4124.42827837355 -5625.86027200625,-4124.42827837355 -5635.02028581395,-4127.07703879289 -5635.02028581395,-4127.07703879289 -5625.86027200625,-4124.42827837355 -5625.86027200625))')
bar-26:GeomFromText('POLYGON((-3413.59986872773 4227.61979157466,-3413.59986872773 4218.51228346687,-3423.50208251376 4218.51228346687,-3423.50208251376 4227.61979157466,-3413.59986872773 4227.61979157466))')
bar-27:GeomFromText('POLYGON((5715.80692880414 -2424.18894370703,5715.80692880414 -2431.3135462472,5712.23796590604 -2431.3135462472,5712.23796590604 -2424.18894370703,5715.80692880414 -2424.18894370703))')
bar-28:GeomFromText('POLYGON((-2039.78863660246 3664.73145432933,-2039.78863660246 3661.06280475692,-2046.88112135977 3661.06280475692,-2046.88112135977 3664.73145432933,-2039.78863660246 3664.73145432933))')
bar-29:GeomFromText('POLYGON((-4725.85826065554 -8970.87829798751,-4725.85826065554 -8972.9687603534,-4728.07439159439 -8972.9687603534,-4728.07439159439 -8970.87829798751,-4725.85826065554 -8970.87829798751))')
bar-30:GeomFromText('POLYGON((3601.71990919556 -7466.9756405208,3601.71990919556 -7469.74827347661,3599.39603615855 -7469.74827347661,3599.39603615855 -7466.9756405208,3601.71990919556 -7466.9756405208))')
bar-31:GeomFromText('POLYGON((168.558630364365 6313.32855033828,168.558630364365 6306.85681183683,163.888306153589 6306.85681183683,163.888306153589 6313.32855033828,168.558630364365 6313.32855033828))')
bar-32:GeomFromText('POLYGON((-7356.16632793122 9222.83798694296,-7356.16632793122 9214.52848002629,-7362.47412804491 9214.52848002629,-7362.47412804491 9222.83798694296,-7356.16632793122 9222.83798694296))')
bar-33:GeomFromText('POLYGON((8515.75124285603 -8205.4684968089,8515.75124285603 -8207.40550706338,8505.79466462648 -8207.40550706338,8505.79466462648 -8205.4684968089,8515.75124285603 -8205.4684968089))')
bar-34:GeomFromText('POLYGON((2445.42000271578 1803.01856739481,2445.42000271578 1801.02836782078,2438.60781736474 1801.02836782078,2438.60781736474 1803.01856739481,2445.42000271578 1803.01856739481))')
bar-35:GeomFromText('POLYGON((-859.169002838666 298.458330094931,-859.169002838666 294.419106334331,-860.286948986119 294.419106334331,-860.286948986119 298.458330094931,-859.169002838666 298.458330094931))')
bar-36:GeomFromText('POLYGON((-8053.59491987946 -4669.56425058085,-8053.59491987946 -4676.5164325909,-8057.81573147653 -4676.5164325909,-8057.81573147653 -4669.56425058085,-8053.59491987946 -4669.56425058085))')
bar-37:GeomFromText('POLYGON((933.629891454126 2286.8811525451,933.629891454126 2278.9645288093,927.090903193806 2278.9645288093,927.090903193806 2286.8811525451,933.629891454126 2286.8811525451))')
bar-38:GeomFromText('POLYGON((-2957.90027604776 9975.85966624413,-2957.90027604776 9970.42382694688,-2959.81802268547 9970.42382694688,-2959.81802268547 9975.85966624413,-2957.90027604776 9975.85966624413))')
bar-39:GeomFromText('POLYGON((-6013.73666062066 269.339378840639,-6013.73666062066 261.687006883905,-6018.86664421251 261.687006883905,-6018.86664421251 269.339378840639,-6013.73666062066 269.339378840639))')
bar-40:GeomFromText('POLYGON((4366.25752331375 8385.78063844924,4366.25752331375 8380.30984774942,4357.92904613854 8380.30984774942,4357.92904613854 8385.78063844924,4366.25752331375 8385.78063844924))')
bar-41:GeomFromText('POLYGON((-5175.01758707478 -7368.60318626231,-5175.01758707478 -7374.93732427293,-5178.58464906202 -7374.93732427293,-5178.58464906202 -7368.60318626231,-5175.01758707478 -7368.60318626231))')
bar-42:GeomFromText('POLYGON((-6645.52527295751 -1009.51882413425,-6645.52527295751 -1012.49715910456,-6647.63105285959 -1012.49715910456,-6647.63105285959 -1009.51882413425,-6645.52527295751 -1009.51882413425))')
bar-43:GeomFromText('POLYGON((2184.75759878207 7576.78628715198,2184.75759878207 7568.08574495395,2180.56168489705 7568.08574495395,2180.56168489705 7576.78628715198,2184.75759878207 7576.78628715198))')
bar-44:GeomFromText('POLYGON((3618.07498663454 -7369.53589818021,3618.07498663454 -7371.15455107251,3610.88200889737 -7371.15455107251,3610.88200889737 -7369.53589818021,3618.07498663454 -7369.53589818021))')
bar-45:GeomFromText('POLYGON((-3913.94432135753 2023.50553192641,-3913.94432135753 2017.39574715053,-3916.66461280652 2017.39574715053,-3916.66461280652 2023.50553192641,-3913.94432135753 2023.50553192641))')
bar-46:GeomFromText('POLYGON((2320.71147030825 3616.47186643886,2320.71147030825 3607.12167963875,2313.67779233819 3607.12167963875,2313.67779233819 3616.47186643886,2320.71147030825 3616.47186643886))')
bar-47:GeomFromText('POLYGON((4215.16282913438 -7288.26876458386,4215.16282913438 -7294.34369403264,4206.26846643933 -7294.34369403264,4206.26846643933 -7288.26876458386,4215.16282913438 -7288.26876458386))')
bar-48:GeomFromText('POLYGON((-6607.62408283341 1410.97695625946,-6607.62408283341 1407.19111949578,-6613.09135611367 1407.19111949578,-6613.09135611367 1410.97695625946,-6607.62408283341 1410.97695625946))')
bar-49:GeomFromText('POLYGON((-5817.96965645603 -1681.07356135803,-5817.96965645603 -1690.59240999562,-5823.30386070558 -1690.59240999562,-5823.30386070558 -1681.07356135803,-5817.96965645603 -1681.07356135803))')
bar-50:GeomFromText('POLYGON((6169.48596623552 8082.82753836154,6169.48596623552 8077.34689291776,6160.6527636497 8077.34689291776,6160.6527636497 8082.82753836154,6169.48596623552 8082.82753836154))')
bar-51:GeomFromText('POLYGON((-8139.37713993643 -8903.41368565918,-8139.37713993643 -8908.62015945255,-8146.98588432814 -8908.62015945255,-8146.98588432814 -8903.41368565918,-8139.37713993643 -8903.41368565918))')
bar-52:GeomFromText('POLYGON((3969.9363467471 -4443.88190856995,3969.9363467471 -4447.30636091111,3968.28101564187 -4447.30636091111,3968.28101564187 -4443.88190856995,3969.9363467471 -4443.88190856995))')
bar-53:GeomFromText('POLYGON((-6059.96316223987 -6052.35001717892,-6059.96316223987 -6058.72421811137,-6065.32766558579 -6058.72421811137,-6065.32766558579 -6052.35001717892,-6059.96316223987 -6052.35001717892))')
bar-54:GeomFromText('POLYGON((-4218.40983008174 2996.95876133547,-4218.40983008174 2992.62133720412,-4225.69997112127 2992.62133720412,-4225.69997112127 2996.95876133547,-4218.40983008174 2996.95876133547))')
bar-55:GeomFromText('POLYGON((-8451.08341504366 -326.892764029093,-8451.08341504366 -333.374847936444,-8454.94861635834 -333.374847936444,-8454.94861635834 -326.892764029093,-8451.08341504366 -326.892764029093))')
bar-56:GeomFromText('POLYGON((-7185.18976950727 4345.79181091581,-7185.18976950727 4338.654414027,-7187.46421961405 4338.654414027,-7187.46421961405 4345.79181091581,-7185.18976950727 4345.79181091581))')
bar-57:GeomFromText('POLYGON((-8920.2398956978 -4451.33814634092,-8920.2398956978 -4452.4469780802,-8926.54816981021 -4452.4469780802,-8926.54816981021 -4451.33814634092,-8920.2398956978 -4451.33814634092))')
bar-58:GeomFromText('POLYGON((6379.50770711852 -1569.62896458327,6379.50770711852 -1571.44250587106,6372.1242997204 -1571.44250587106,6372.1242997204 -1569.62896458327,6379.50770711852 -1569.62896458327))')
bar-59:GeomFromText('POLYGON((-1808.49581651611 -6705.28156448435,-1808.49581651611 -6709.67819403578,-1814.7518236913 -6709.67819403578,-1814.7518236913 -6705.28156448435,-1808.49581651611 -6705.28156448435))')
bar-60:GeomFromText('POLYGON((4106.24514377839 7865.99725094566,4106.24514377839 7862.8565503197,4101.87005952769 7862.8565503197,4101.87005952769 7865.99725094566,4106.24514377839 7865.99725094566))')
bar-61:GeomFromText('POLYGON((-4707.50736445561 -4852.16721860762,-4707.50736445561 -4860.30346745555,-4708.55877361819 -4860.30346745555,-4708.55877361819 -4852.16721860762,-4707.50736445561 -4852.16721860762))')
bar-62:GeomFromText('POLYGON((-1917.88168761774 -5242.77943291131,-1917.88168761774 -5246.6087964141,-1923.49521305517 -5246.6087964141,-1923.49521305517 -5242.77943291131,-1917.88168761774 -5242.77943291131))')
bar-63:GeomFromText('POLYGON((-2344.99367525917 -2991.36496993992,-2344.99367525917 -2999.81528048124,-2348.2378235634 -2999.81528048124,-2348.2378235634 -2991.36496993992,-2344.99367525917 -2991.36496993992))')
bar-64:GeomFromText('POLYGON((101.677460472216 70.4102040642174,101.677460472216 65.0775982624618,92.2765286014182 65.0775982624618,92.2765286014182 70.4102040642174,101.677460472216 70.4102040642174))')
bar-65:GeomFromText('POLYGON((2026.1327707225 -7846.13771327294,2026.1327707225 -7847.65656142973,2020.1876508987 -7847.65656142973,2020.1876508987 -7846.13771327294,2026.1327707225 -7846.13771327294))')
bar-66:GeomFromText('POLYGON((6521.33255151485 5545.71582361369,6521.33255151485 5544.37591337354,6517.3882164302 5544.37591337354,6517.3882164302 5545.71582361369,6521.33255151485 5545.71582361369))')
bar-67:GeomFromText('POLYGON((5716.83602842176 -7682.56724997412,5716.83602842176 -7689.54707124282,5706.98224504804 -7689.54707124282,5706.98224504804 -7682.56724997412,5716.83602842176 -7682.56724997412))')
bar-68:GeomFromText('POLYGON((6844.03151821019 5526.32441411598,6844.03151821019 5520.48961033241,6841.64935175655 5520.48961033241,6841.64935175655 5526.32441411598,6844.03151821019 5526.32441411598))')
bar-69:GeomFromText('POLYGON((9010.05275618832 2002.16833099828,9010.05275618832 1994.19739127054,9003.90130396385 1994.19739127054,9003.90130396385 2002.16833099828,9010.05275618832 2002.16833099828))')
bar-70:GeomFromText('POLYGON((-9958.70525275206 9111.23355848819,-9958.70525275206 9109.52301697701,-9962.318900257 9109.52301697701,-9962.318900257 9111.23355848819,-9958.70525275206 9111.23355848819))')
bar-71:GeomFromText('POLYGON((-4297.66919648822 -4371.12322455784,-4297.66919648822 -4379.21238684515,-4307.03644455795 -4379.21238684515,-4307.03644455795 -4371.12322455784,-4297.66919648822 -4371.12322455784))')
bar-72:GeomFromText('POLYGON((7655.9919332948 -9675.0278846327,7655.9919332948 -9679.63176025415,7648.8509467009 -9679.63176025415,7648.8509467009 -9675.0278846327,7655.9919332948 -9675.0278846327))')
bar-73:GeomFromText('POLYGON((-6545.17832328996 -6079.8169310838,-6545.17832328996 -6083.09380601346,-6548.4919946132 -6083.09380601346,-6548.4919946132 -6079.8169310838,-6545.17832328996 -6079.8169310838))')
bar-74:GeomFromText('POLYGON((4255.91490778921 -9104.52271781012,4255.91490778921 -9112.47490004555,4245.99780153634 -9112.47490004555,4245.99780153634 -9104.52271781012,4255.91490778921 -9104.52271781012))')
bar-75:GeomFromText('POLYGON((-6803.70675364207 9425.22170828748,-6803.70675364207 9421.03874994349,-6812.91339023341 9421.03874994349,-6812.91339023341 9425.22170828748,-6803.70675364207 9425.22170828748))')
bar-76:GeomFromText('POLYGON((1722.24366936251 7754.75312813558,1722.24366936251 7748.88997108303,1712.5663450791 7748.88997108303,1712.5663450791 7754.75312813558,1722.24366936251 7754.75312813558))')
bar-77:GeomFromText('POLYGON((-7826.50292023108 -5087.15879115264,-7826.50292023108 -5096.6620916595,-7835.32263607695 -5096.6620916595,-7835.32263607695 -5087.15879115264,-7826.50292023108 -5087.15879115264))')
bar-78:GeomFromText('POLYGON((4368.73084091418 -1034.09305613209,4368.73084091418 -1043.8317765696,4363.6367826832 -1043.8317765696,4363.6367826832 -1034.09305613209,4368.73084091418 -1034.09305613209))')
bar-79:GeomFromText('POLYGON((-498.041482455446 -8329.90942780999,-498.041482455446 -8332.11805413337,-504.273828305886 -8332.11805413337,-504.273828305886 -8329.90942780999,-498.041482455446 -8329.90942780999))')
bar-80:GeomFromText('POLYGON((2736.30742272257 7850.1754004336,2736.30742272257 7842.94414969021,2731.96314172924 7842.94414969021,2731.96314172924 7850.1754004336,2736.30742272257 7850.1754004336))')
bar-81:GeomFromText('POLYGON((5996.38675432943 -3661.74315581366,5996.38675432943 -3668.94992520765,5992.45015438355 -3668.94992520765,5992.45015438355 -3661.74315581366,5996.38675432943 -3661.74315581366))')
bar-82:GeomFromText('POLYGON((-2944.35981895134 -3410.24241643271,-2944.35981895134 -3417.46618738153,-2946.87332351401 -3417.46618738153,-2946.87332351401 -3410.24241643271,-2944.35981895134 -3410.24241643271))')
bar-83:GeomFromText('POLYGON((1315.62370683835 -4718.45526893134,1315.62370683835 -4726.37317429786,1307.77838763013 -4726.37317429786,1307.77838763013 -4718.45526893134,1315.62370683835 -4718.45526893134))')
bar-84:GeomFromText('POLYGON((-6583.76319467009 7117.47907479724,-6583.76319467009 7115.22430735209,-6593.27878483653 7115.22430735209,-6593.27878483653 7117.47907479724,-6583.76319467009 7117.47907479724))')
bar-85:GeomFromText('POLYGON((-5813.6220648099 -8152.52371739503,-5813.6220648099 -8160.11785853747,-5816.94105647912 -8160.11785853747,-5816.94105647912 -8152.52371739503,-5813.6220648099 -8152.52371739503))')
bar-86:GeomFromText('POLYGON((127.352789834258 2559.20176648418,127.352789834258 2553.47924984177,119.971039846423 2553.47924984177,119.971039846423 2559.20176648418,127.352789834258 2559.20176648418))')
bar-87:GeomFromText('POLYGON((-6594.89880763227 7657.90788625367,-6594.89880763227 7650.27667227201,-6597.17593826121 7650.27667227201,-6597.17593826121 7657.90788625367,-6594.89880763227 7657.90788625367))')
bar-88:GeomFromText('POLYGON((-944.30432375439 7571.0846849035,-944.30432375439 7563.11630902183,-947.89404701523 7563.11630902183,-947.89404701523 7571.0846849035,-944.30432375439 7571.0846849035))')
bar-89:GeomFromText('POLYGON((9250.90346537915 6.13370045518968,9250.90346537915 -2.723923618556,9241.77138082299 -2.723923618556,9241.77138082299 6.13370045518968,9250.90346537915 6.13370045518968))')
bar-90:GeomFromText('POLYGON((1708.9295693452 2211.94098955288,1708.9295693452 2202.17990437255,1699.44129616371 2202.17990437255,1699.44129616371 2211.94098955288,1708.9295693452 2211.94098955288))')
bar-91:GeomFromText('POLYGON((-1935.69991375599 5983.20434916415,-1935.69991375599 5975.1215193083,-1939.95275896695 5975.1215193083,-1939.95275896695 5983.20434916415,-1935.69991375599 5983.20434916415))')
bar-92:GeomFromText('POLYGON((639.77667592722 5858.27603345702,639.77667592722 5850.80455647816,636.430378106656 5850.80455647816,636.430378106656 5858.27603345702,639.77667592722 5858.27603345702))')
bar-93:GeomFromText('POLYGON((-6985.55873315339 -1371.95720713423,-6985.55873315339 -1373.17970018997,-6989.98750579054 -1373.17970018997,-6989.98750579054 -1371.95720713423,-6985.55873315339 -1371.95720713423))')
bar-94:GeomFromText('POLYGON((-3109.72768986842 -1450.23135838797,-3109.72768986842 -1455.16569355736,-3119.23375179747 -1455.16569355736,-3119.23375179747 -1450.23135838797,-3109.72768986842 -1450.23135838797))')
bar-95:GeomFromText('POLYGON((-5505.87559829699 1453.79504923406,-5505.87559829699 1444.47435821709,-5514.12197050406 1444.47435821709,-5514.12197050406 1453.79504923406,-5505.87559829699 1453.79504923406))')
bar-96:GeomFromText('POLYGON((-6372.47624226438 8391.66200126999,-6372.47624226438 8388.91268369264,-6373.85109088791 8388.91268369264,-6373.85109088791 8391.66200126999,-6372.47624226438 8391.66200126999))')
bar-97:GeomFromText('POLYGON((2494.56220874749 -9727.43574356276,2494.56220874749 -9731.97422163945,2487.94911792316 -9731.97422163945,2487.94911792316 -9727.43574356276,2494.56220874749 -9727.43574356276))')
bar-98:GeomFromText('POLYGON((3044.56784089655 914.62149956089,3044.56784089655 911.304385207477,3039.76404780895 911.304385207477,3039.76404780895 914.62149956089,3044.56784089655 914.62149956089))')
bar-99:GeomFromText('POLYGON((961.830897664884 3322.78460415616,961.830897664884 3317.84344126866,954.776366764447 3317.84344126866,954.776366764447 3322.78460415616,961.830897664884 3322.78460415616))')
bar-100:GeomFromText('POLYGON((-5316.48630335159 -1858.79926931555,-5316.48630335159 -1860.03330360656,-5321.20782823139 -1860.03330360656,-5321.20782823139 -1858.79926931555,-5316.48630335159 -1858.79926931555))')
bar-101:GeomFromText('POLYGON((8392.45598647022 -5068.30907724425,8392.45598647022 -5072.25370668247,8386.38163287914 -5072.25370668247,8386.38163287914 -5068.30907724425,8392.45598647022 -5068.30907724425))')
bar-102:GeomFromText('POLYGON((3841.24044715008 2172.84585262137,3841.24044715008 2163.00943953497,3832.23551870743 2163.00943953497,3832.23551870743 2172.84585262137,3841.24044715008 2172.84585262137))')
bar-103:GeomFromText('POLYGON((110.1131576607 3435.92233233282,110.1131576607 3433.48824210337,102.372017919086 3433.48824210337,102.372017919086 3435.92233233282,110.1131576607 3435.92233233282))')
bar-104:GeomFromText('POLYGON((3612.52801316197 -1442.71865004161,3612.52801316197 -1451.29416620871,3607.3158326525 -1451.29416620871,3607.3158326525 -1442.71865004161,3612.52801316197 -1442.71865004161))')
bar-105:GeomFromText('POLYGON((-2332.16430618218 -1095.68154820614,-2332.16430618218 -1099.97692136653,-2338.14362810203 -1099.97692136653,-2338.14362810203 -1095.68154820614,-2332.16430618218 -1095.68154820614))')
bar-106:GeomFromText('POLYGON((2214.58912073227 4197.70301495062,2214.58912073227 4190.33579352929,2210.78005441872 4190.33579352929,2210.78005441872 4197.70301495062,2214.58912073227 4197.70301495062))')
bar-107:GeomFromText('POLYGON((-3822.70366962638 5408.14988281671,-3822.70366962638 5405.64445812162,-3826.25471722696 5405.64445812162,-3826.25471722696 5408.14988281671,-3822.70366962638 5408.14988281671))')
bar-108:GeomFromText('POLYGON((6678.81396321801 7617.68655824498,6678.81396321801 7614.84006446763,6676.78793238255 7614.84006446763,6676.78793238255 7617.68655824498,6678.81396321801 7617.68655824498))')
bar-109:GeomFromText('POLYGON((1345.16151353833 4398.31502890645,1345.16151353833 4395.54979869665,1339.64418701711 4395.54979869665,1339.64418701711 4398.31502890645,1345.16151353833 4398.31502890645))')
bar-110:GeomFromText('POLYGON((-5206.3417034148 5903.75391128112,-5206.3417034148 5894.21083857666,-5215.11034388852 5894.21083857666,-5215.11034388852 5903.75391128112,-5206.3417034148 5903.75391128112))')
bar-111:GeomFromText('POLYGON((7495.28783418122 -9233.52502219053,7495.28783418122 -9235.91456443397,7491.02293469128 -9235.91456443397,7491.02293469128 -9233.52502219053,7495.28783418122 -9233.52502219053))')
bar-112:GeomFromText('POLYGON((2855.02525739896 -9278.92625347886,2855.02525739896 -9286.45098565903,2845.65228275431 -9286.45098565903,2845.65228275431 -9278.92625347886,2855.02525739896 -9278.92625347886))')
bar-113:GeomFromText('POLYGON((9676.57684318931 -4692.05471625994,9676.57684318931 -4700.62437528302,9668.77947591036 -4700.62437528302,9668.77947591036 -4692.05471625994,9676.57684318931 -4692.05471625994))')
bar-114:GeomFromText('POLYGON((9762.9597668288 -7991.11043052073,9762.9597668288 -7996.31014517252,9760.60806990287 -7996.31014517252,9760.60806990287 -7991.11043052073,9762.9597668288 -7991.11043052073))')
bar-115:GeomFromText('POLYGON((6096.78363308834 4912.32975915633,6096.78363308834 4908.13724167086,6086.97835474683 4908.13724167086,6086.97835474683 4912.32975915633,6096.78363308834 4912.32975915633))')
bar-116:GeomFromText('POLYGON((-900.28824518295 -5061.56716936547,-900.28824518295 -5063.23246775847,-906.772611189168 -5063.23246775847,-906.772611189168 -5061.56716936547,-900.28824518295 -5061.56716936547))')
bar-117:GeomFromText('POLYGON((-955.653015047195 -6672.94736046996,-955.653015047195 -6677.34131190274,-960.255850583431 -6677.34131190274,-960.255850583431 -6672.94736046996,-955.653015047195 -6672.94736046996))')
bar-118:GeomFromText('POLYGON((6343.72431111976 6211.70527131658,6343.72431111976 6206.60860261519,6337.9702784355 6206.60860261519,6337.9702784355 6211.70527131658,6343.72431111976 6211.70527131658))')
bar-119:GeomFromText('POLYGON((6393.71152880439 -8859.24325952167,6393.71152880439 -8866.28576858109,6386.52793218545 -8866.28576858109,6386.52793218545 -8859.24325952167,6393.71152880439 -8859.24325952167))')
bar-120:GeomFromText('POLYGON((9303.31179483992 2032.76809520333,9303.31179483992 2025.57202213199,9296.76121488947 2025.57202213199,9296.76121488947 2032.76809520333,9303.31179483992 2032.76809520333))')
bar-121:GeomFromText('POLYGON((-7171.50325991702 -7899.60486957245,-7171.50325991702 -7907.21529951878,-7178.57437103498 -7907.21529951878,-7178.57437103498 -7899.60486957245,-7171.50325991702 -7899.60486957245))')
bar-122:GeomFromText('POLYGON((-5350.69016253471 -9864.62094585772,-5350.69016253471 -9873.06135941867,-5355.71873674274 -9873.06135941867,-5355.71873674274 -9864.62094585772,-5350.69016253471 -9864.62094585772))')
bar-123:GeomFromText('POLYGON((-6948.32771418127 7815.76920199406,-6948.32771418127 7809.40976095188,-6957.26155901817 7809.40976095188,-6957.26155901817 7815.76920199406,-6948.32771418127 7815.76920199406))')
bar-124:GeomFromText('POLYGON((-8513.83988326043 9792.4650627746,-8513.83988326043 9787.17514503759,-8519.26174434274 9787.17514503759,-8519.26174434274 9792.4650627746,-8513.83988326043 9792.4650627746))')
bar-125:GeomFromText('POLYGON((5201.9605324989 7304.34616905649,5201.9605324989 7302.74535837572,5193.98326003796 7302.74535837572,5193.98326003796 7304.34616905649,5201.9605324989 7304.34616905649))')
bar-126:GeomFromText('POLYGON((-9834.14977488911 562.980296532391,-9834.14977488911 556.381800701143,-9837.51796485984 556.381800701143,-9837.51796485984 562.980296532391,-9834.14977488911 562.980296532391))')
bar-127:GeomFromText('POLYGON((-1006.81413154013 -1246.92725848476,-1006.81413154013 -1252.42191467364,-1014.92875066691 -1252.42191467364,-1014.92875066691 -1246.92725848476,-1006.81413154013 -1246.92725848476))')
bar-128:GeomFromText('POLYGON((3674.24963735207 7942.37980620458,3674.24963735207 7938.10356406972,3667.51292958693 7938.10356406972,3667.51292958693 7942.37980620458,3674.24963735207 7942.37980620458))')
bar-129:GeomFromText('POLYGON((3422.49139404017 -2004.49911124085,3422.49139404017 -2008.363947356,3416.16857604962 -2008.363947356,3416.16857604962 -2004.49911124085,3422.49139404017 -2004.49911124085))')
bar-130:GeomFromText('POLYGON((-7949.7424698465 2308.38187777309,-7949.7424698465 2300.3331032315,-7952.29175137053 2300.3331032315,-7952.29175137053 2308.38187777309,-7949.7424698465 2308.38187777309))')
bar-131:GeomFromText('POLYGON((7372.10888309591 7478.14787162014,7372.10888309591 7476.05782391957,7364.28110966273 7476.05782391957,7364.28110966273 7478.14787162014,7372.10888309591 7478.14787162014))')
bar-132:GeomFromText('POLYGON((1829.75634923251 -9682.74797634885,1829.75634923251 -9691.34990735247,1826.69509211509 -9691.34990735247,1826.69509211509 -9682.74797634885,1829.75634923251 -9682.74797634885))')
bar-133:GeomFromText('POLYGON((-414.58763777453 5933.74314961722,-414.58763777453 5924.15454553673,-423.369997747359 5924.15454553673,-423.369997747359 5933.74314961722,-414.58763777453 5933.74314961722))')
